symbol,exchange,shares_outstanding,public_float,short_interest_date,shares_sold_short,change_from_last,percent_of_float
UITB,ARCA,11850000.0,,12/31/20,2726.0,-48.34,
UIVM,ARCA,9200000.0,,12/31/20,11413.0,-37.62,
UJB,ARCA,275000.0,,12/31/20,47724.0,52.61,
UK,NASDAQ,71000000.0,69680000.0,12/31/20,9948.0,-66.32,0.01
UL,NYSE,2630000000.0,1160000000.0,12/31/20,1580000.0,14.6,0.14
ULBI,NASDAQ,15930000.0,9800000.0,12/31/20,94246.0,-4.37,0.96
ULE,ARCA,250000.0,,12/31/20,7369.0,-45.94,
ULH,NASDAQ,26920000.0,9020000.0,12/31/20,110497.0,22.14,1.23
ULST,ARCA,7780000.0,,12/31/20,5297.0,-68.38,
ULTA,NASDAQ,56340000.0,53810000.0,12/31/20,2150000.0,-14.08,3.99
ULTR,ARCA,5950000.0,,12/31/20,18529.0,-36.05,
ULVM,ARCA,9250000.0,,12/31/20,5.0,-44.44,
UMBF,NASDAQ,48030000.0,43190000.0,12/31/20,761039.0,6.23,1.76
UMC,NYSE,2480000000.0,2480000000.0,12/31/20,7740000.0,2.41,0.31
UMDD,ARCA,425000.0,,12/31/20,3578.0,-34.73,
UMH,NYSE,41710000.0,37080000.0,12/31/20,744222.0,55.06,2.01
UMH.PRC,NYSE,9880000.0,,12/31/20,429.0,-96.42,
UMH.PRD,NYSE,5420000.0,,12/31/20,30865.0,31.76,
UMPQ,NASDAQ,220230000.0,218240000.0,12/31/20,4059999.0,-2.89,1.86
UNAM,NASDAQ,5310000.0,1570000.0,12/31/20,3881.0,17.53,0.25
UNB,NASDAQ,4480000.0,3530000.0,12/31/20,12073.0,2.75,0.34
UNF,NYSE,15210000.0,15040000.0,12/31/20,154144.0,28.92,1.02
UNFI,NYSE,56140000.0,54950000.0,12/31/20,13890000.0,4.0,25.27
UNG,ARCA,38080000.0,,12/31/20,1850000.0,5.38,
UNH,NYSE,948820000.0,943550000.0,12/31/20,6250000.0,0.47,0.66
UNIT,NASDAQ,232750000.0,222640000.0,12/31/20,14770000.0,23.12,6.63
UNL,ARCA,950000.0,,12/31/20,16020.0,705.03,
UNM,NYSE,203660000.0,202220000.0,12/31/20,7220000.0,15.41,3.57
UNMA,NYSE,,,12/31/20,1774.0,-65.97,
UNP,NYSE,673870000.0,672330000.0,12/31/20,5450000.0,-3.09,0.81
UNTY,NASDAQ,10570000.0,7450000.0,12/31/20,57686.0,-6.79,0.77
UNVR,NYSE,169060000.0,166540000.0,12/31/20,3830000.0,-4.17,2.3
UONE,NASDAQ,4440000.0,3860000.0,12/31/20,117703.0,-15.38,3.05
UONEK,NASDAQ,37520000.0,19080000.0,12/31/20,166642.0,77.73,0.87
UPLD,NASDAQ,29460000.0,24620000.0,12/31/20,2460000.0,2.08,10.01
UPRO,ARCA,22100000.0,,12/31/20,609615.0,-4.61,
UPS,NYSE,715220000.0,715050000.0,12/31/20,7360000.0,4.06,1.03
UPST,NASDAQ,63460000.0,46770000.0,12/31/20,2080000.0,0.0,4.44
UPV,ARCA,75000.0,,12/31/20,2780.0,-10.29,
UPW,ARCA,250000.0,,12/31/20,976.0,3.83,
UPWK,NASDAQ,120280000.0,96170000.0,12/31/20,5950000.0,12.72,6.19
URA,ARCA,17540000.0,,12/31/20,95147.0,-6.23,
URBN,NASDAQ,97790000.0,56530000.0,12/31/20,8220000.0,4.39,14.54
URE,ARCA,1360000.0,,12/31/20,4645.0,-29.21,
URG,AMEX,169670000.0,162100000.0,12/31/20,2870000.0,0.67,1.77
URGN,NASDAQ,22090000.0,18830000.0,12/31/20,2690000.0,8.9,14.28
URI,NYSE,72140000.0,71760000.0,12/31/20,4580000.0,-9.2,6.38
URNM,ARCA,1350000.0,,12/31/20,56327.0,-35.88,
UROV,NASDAQ,32509999.0,7600000.0,12/31/20,235493.0,-5.42,3.1
URTH,ARCA,9800000.0,,12/31/20,116996.0,-16.22,
URTY,ARCA,3800000.0,,12/31/20,88488.0,-32.38,
USA,NYSE,212850000.0,,12/31/20,497680.0,-0.77,
USAC,NYSE,96900000.0,49510000.0,12/31/20,469060.0,-25.71,0.95
USAI,ARCA,850000.0,,12/31/20,25126.0,-10.74,
USAK,NASDAQ,8760000.0,7150000.0,12/31/20,13584.0,26.49,0.19
USAP,NASDAQ,8830000.0,8340000.0,12/31/20,11630.0,-49.86,0.14
USAS,AMEX,117980000.0,113390000.0,12/31/20,3320000.0,-20.84,2.93
USAT,NASDAQ,65260000.0,60040000.0,12/31/20,598389.0,146.6,1.0
USAU,NASDAQ,5760000.0,4940000.0,12/31/20,216999.0,40.49,4.4
USB,NYSE,1510000000.0,1500000000.0,12/31/20,12460000.0,-6.64,0.83
USB.PRA,NYSE,574600.0,,12/31/20,677.0,70.96,
USB.PRH,NYSE,,,12/31/20,544205.0,35.38,
USB.PRM,NYSE,,,12/31/20,79014.0,-14.36,
USB.PRP,NYSE,,,12/31/20,269358.0,-5.02,
USB.PRQ,NYSE,20000000.0,,12/31/20,646365.0,58.61,
USCI,ARCA,4150000.0,,12/31/20,3174.0,7.85,
USCR,NASDAQ,16680000.0,15790000.0,12/31/20,800135.0,5.77,5.07
USD,ARCA,1700000.0,,12/31/20,16296.0,-39.46,
USDP,NYSE,26840000.0,13050000.0,12/31/20,21996.0,-68.78,0.17
USDU,ARCA,3950000.0,,12/31/20,36183.0,58.04,
USEG,NASDAQ,2920000.0,1790000.0,12/31/20,42216.0,-47.18,2.36
USFD,NYSE,220850000.0,208340000.0,12/31/20,4540000.0,-9.83,2.18
USFR,ARCA,43830000.0,,12/31/20,18932.0,433.15,
USHG,ARCA,,,12/31/20,151.0,4.14,
USI,ARCA,,,12/31/20,190.0,12.43,
USIG,NASDAQ,96000000.0,,12/31/20,167053.0,-78.11,
USIO,NASDAQ,24970000.0,15650000.0,12/31/20,91177.0,81.52,0.58
USL,ARCA,11200000.0,,12/31/20,28915.0,-27.16,
USLB,NASDAQ,300001.0,,12/31/20,8239.0,2.74,
USLM,NASDAQ,5630000.0,2060000.0,12/31/20,27216.0,16.86,1.32
USM,NYSE,53030000.0,15020000.0,12/31/20,865632.0,20.68,5.76
USMC,NASDAQ,50050000.0,,12/31/20,57944.0,1.9,
USNA,NYSE,21040000.0,12520000.0,12/31/20,772821.0,-1.47,6.17
USO,ARCA,97420000.0,,12/31/20,6660000.0,12.5,
USOI,NASDAQ,11390000.0,,12/31/20,183752.0,82.07,
USPH,NYSE,12840000.0,12610000.0,12/31/20,759410.0,0.51,6.02
USRT,ARCA,33500000.0,,12/31/20,74710.0,-11.21,
USSG,ARCA,92000000.0,,12/31/20,229148.0,1457.66,
UST,ARCA,350000.0,,12/31/20,2524.0,99.53,
USTB,ARCA,4850000.0,,12/31/20,17482.0,2029.35,
USVM,ARCA,4750000.0,,12/31/20,7899.0,1789.71,
USWS,NASDAQ,71770000.0,40490000.0,12/31/20,328885.0,-18.46,0.81
USX,NYSE,33940000.0,18320000.0,12/31/20,1820000.0,7.37,9.96
USXF,NASDAQ,2750000.0,,12/31/20,14488.0,-76.82,
UTES,ARCA,750004.0,,12/31/20,147.0,-85.6,
UTF,NYSE,93520000.0,,12/31/20,677108.0,-9.44,
UTG,AMEX,51440000.0,,12/31/20,16649.0,52.65,
UTHR,NASDAQ,44440000.0,43360000.0,12/31/20,1890000.0,-5.02,4.35
UTI,NYSE,32689999.0,28630000.0,12/31/20,644435.0,13.9,2.25
UTL,NYSE,15010000.0,14750000.0,12/31/20,245717.0,52.72,1.67
UTMD,NASDAQ,3640000.0,3390000.0,12/31/20,72966.0,2.46,2.15
UTRN,ARCA,1950000.0,,12/31/20,1928.0,1771.84,
UTSI,NASDAQ,35930000.0,10560000.0,12/31/20,189722.0,-71.53,1.8
UTSL,ARCA,700001.0,,12/31/20,25866.0,84.93,
UTZ,NYSE,70770000.0,53060000.0,12/31/20,2840000.0,-1.29,5.36
UUP,ARCA,15200000.0,,12/31/20,1720000.0,-12.34,
UUU,AMEX,2310000.0,1720000.0,12/31/20,544615.0,2195.63,31.7
UUUU,AMEX,131070000.0,131070000.0,12/31/20,15290000.0,20.91,11.67
UVE,NYSE,31330000.0,28130000.0,12/31/20,1160000.0,17.95,4.11
UVSP,NASDAQ,29270000.0,28590000.0,12/31/20,375244.0,24.3,1.31
UVV,NYSE,24510000.0,23910000.0,12/31/20,658931.0,19.74,2.76
UWM,ARCA,6850000.0,,12/31/20,63404.0,-48.84,
UXI,ARCA,225000.0,,12/31/20,8977.0,-10.72,
UXIN,NASDAQ,282290000.0,216630000.0,12/31/20,5790000.0,48.08,2.67
UYG,ARCA,14410000.0,,12/31/20,131188.0,-10.59,
UYM,ARCA,600000.0,,12/31/20,1097.0,-48.98,
UZA,NYSE,,,12/31/20,8922.0,-28.96,
UZB,NYSE,,,12/31/20,37084.0,70.58,
UZC,NYSE,,,12/31/20,6885.0,-13.27,
UZD,NYSE,20000000.0,,12/31/20,32973.0,29.18,
UZE,NYSE,20000000.0,,12/31/20,21555.0,,
V,NYSE,1700000000.0,1690000000.0,12/31/20,30520000.0,7.83,1.8
VAC,NYSE,41060000.0,40120000.0,12/31/20,1110000.0,-6.58,2.77
VACQ,NASDAQ,30000000.0,,12/31/20,40784.0,67.59,
VACQU,NASDAQ,32000000.0,,12/31/20,4642.0,20.01,
VALE,NYSE,,5130000000.0,12/31/20,92870000.0,5.87,1.81
VALQ,ARCA,4000000.0,,12/31/20,3031.0,-71.97,
VALT,ARCA,2130000.0,,12/31/20,4640.0,11.65,
VALU,NASDAQ,9590000.0,951714.0,12/31/20,13842.0,55.3,1.45
VAPO,NYSE,25660000.0,19600000.0,12/31/20,2260000.0,-3.48,11.54
VAR,NYSE,91360000.0,91060000.0,12/31/20,2510000.0,14.8,2.76
VAW,ARCA,15750000.0,,12/31/20,31081.0,-58.79,
VB,ARCA,197460000.0,,12/31/20,1430000.0,-8.5,
VBF,NYSE,11390000.0,,12/31/20,23899.0,246.81,
VBFC,NASDAQ,1470000.0,528182.0,12/31/20,154.0,136.92,0.03
VBIV,NASDAQ,231200000.0,220530000.0,12/31/20,45790000.0,10.39,20.76
VBK,ARCA,53900000.0,,12/31/20,242805.0,-35.81,
VBLT,NASDAQ,48190000.0,32490000.0,12/31/20,1160000.0,75.47,3.56
VBND,ARCA,7600000.0,,12/31/20,865.0,158.98,
VBR,ARCA,131110000.0,,12/31/20,337348.0,-36.43,
VBTX,NASDAQ,49650000.0,47760000.0,12/31/20,1130000.0,70.53,2.37
VC,NASDAQ,27830000.0,27630000.0,12/31/20,1430000.0,2.57,5.16
VCAR,ARCA,150420.0,,12/31/20,181.0,,
VCEL,NASDAQ,45430000.0,44890000.0,12/31/20,3610000.0,1.82,8.03
VCF,AMEX,,,12/31/20,106.0,-94.51,
VCIF,NYSE,,,12/31/20,2776.0,372.11,
VCIT,NASDAQ,453580000.0,,12/31/20,1500000.0,82.1,
VCKAU,NASDAQ,12000000.0,,,,,
VCLO,ARCA,125316.0,,12/31/20,2911.0,,
VCLT,NASDAQ,52830000.0,,12/31/20,544835.0,177.37,
VCNX,NASDAQ,22390000.0,7000000.0,12/31/20,277308.0,7.96,3.96
VCR,ARCA,17670000.0,,12/31/20,38530.0,-22.98,
VCRA,NYSE,32490000.0,31260000.0,12/31/20,3950000.0,6.09,12.62
VCSH,NASDAQ,441720000.0,,12/31/20,1310000.0,9.93,
VCTR,NASDAQ,16300000.0,15820000.0,12/31/20,1200000.0,-2.03,7.61
VCV,NYSE,47870000.0,,12/31/20,45699.0,15.31,
VCVC,NASDAQ,20130000.0,,,,,
VCVCU,NASDAQ,20130000.0,,12/31/20,22353.0,139.3,
VCYT,NASDAQ,57900000.0,57070000.0,12/31/20,4220000.0,1.11,7.39
VDC,ARCA,32000000.0,,12/31/20,26571.0,182.25,
VDE,ARCA,65440000.0,,12/31/20,208663.0,-27.07,
VEA,ARCA,1860000000.0,,12/31/20,14530000.0,141.64,
VEC,NYSE,11620000.0,10760000.0,12/31/20,291081.0,11.82,2.71
VECO,NASDAQ,49610000.0,48160000.0,12/31/20,4420000.0,8.11,9.17
VEDL,NYSE,,929030000.0,12/31/20,3870000.0,-1.25,0.42
VEEV,NYSE,136370000.0,135380000.0,12/31/20,1850000.0,-5.42,1.37
VEGA,ARCA,350000.0,,12/31/20,264.0,26300.0,
VEGI,ARCA,1050000.0,,12/31/20,7000.0,-61.24,
VEGN,ARCA,1050000.0,,12/31/20,5611.0,-26.34,
VEL,NYSE,20090000.0,12810000.0,12/31/20,246453.0,34.08,1.92
VEON,NASDAQ,,1750000000.0,12/31/20,14550000.0,0.71,0.83
VER,NYSE,218340000.0,217290000.0,12/31/20,5380000.0,-76.36,2.48
VER.PRF,NYSE,14910000.0,,12/31/20,15680.0,-29.79,
VERB,NASDAQ,48390000.0,39740000.0,12/31/20,932732.0,146.83,2.35
VERI,NASDAQ,31180000.0,25110000.0,12/31/20,2180000.0,-18.39,8.7
VERO,NASDAQ,52380000.0,17000000.0,12/31/20,301932.0,38.25,1.78
VERU,NASDAQ,70080000.0,54250000.0,12/31/20,3340000.0,63.9,6.16
VERX,NASDAQ,25690000.0,24120000.0,12/31/20,1800000.0,14.93,7.47
VERY,NASDAQ,,1840000.0,12/31/20,12533.0,-0.33,0.68
VET,NYSE,158300000.0,153940000.0,12/31/20,6720000.0,-1.17,4.36
VETS,NASDAQ,50000.0,,12/31/20,12.0,,
VEU,ARCA,520190000.0,,12/31/20,11030000.0,60.1,
VFC,NYSE,390000000.0,361220000.0,12/31/20,7320000.0,-11.12,2.03
VFF,NASDAQ,76950000.0,65379999.0,12/31/20,7420000.0,-6.88,11.35
VFH,ARCA,101880000.0,,12/31/20,244830.0,-22.31,
VFIN,ARCA,275000.0,,12/31/20,13.0,,
VFL,AMEX,,,12/31/20,1908.0,-11.17,
VG,NASDAQ,248330000.0,232430000.0,12/31/20,14550000.0,4.34,6.26
VGAC,NYSE,50860000.0,,12/31/20,458719.0,-43.23,
VGI,NYSE,11310000.0,,12/31/20,24027.0,406.68,
VGIT,NASDAQ,98370000.0,,12/31/20,56022.0,54.13,
VGK,ARCA,237900000.0,,12/31/20,5240000.0,-3.97,
VGLT,NASDAQ,25270000.0,,12/31/20,78376.0,25.14,
VGM,NYSE,54230000.0,,12/31/20,73316.0,106.07,
VGR,NYSE,153290000.0,129949999.0,12/31/20,4820000.0,30.25,3.71
VGSH,NASDAQ,159500000.0,,12/31/20,318435.0,4.76,
VGT,ARCA,116430000.0,,12/31/20,490998.0,2.61,
VGZ,AMEX,102680000.0,98980000.0,12/31/20,138222.0,-21.88,0.14
VHC,NYSE,71060000.0,62640000.0,12/31/20,5310000.0,-5.64,8.48
VHI,NYSE,28270000.0,2390000.0,12/31/20,11209.0,-20.12,0.47
VHT,ARCA,59770000.0,,12/31/20,483672.0,-21.01,
VIAC,NASDAQ,564980000.0,541380000.0,12/31/20,117920000.0,2.77,21.78
VIACA,NASDAQ,52270000.0,10720000.0,12/31/20,94163.0,-7.57,0.88
VIAO,NYSE,22650000.0,,12/31/20,2321.0,-34.45,
VIAV,NASDAQ,228990000.0,226740000.0,12/31/20,10430000.0,3.35,4.6
VICE,ARCA,350000.0,,12/31/20,2489.0,275.98,
VICI,NYSE,536669999.0,533159999.0,12/31/20,24990000.0,-4.57,4.69
VICR,NASDAQ,31520000.0,21140000.0,12/31/20,769910.0,0.04,3.64
VIDI,ARCA,18800000.0,,12/31/20,6887.0,-92.03,
VIE,NASDAQ,54840000.0,26560000.0,12/31/20,3510000.0,-22.57,13.21
VIG,ARCA,377990000.0,,12/31/20,1130000.0,-14.51,
VIGI,NASDAQ,37810000.0,,12/31/20,26544.0,-75.7,
VIH,NASDAQ,20740000.0,,12/31/20,4708.0,0.0,
VIHAU,NASDAQ,,,12/31/20,17900.0,115.66,
VIIAU,NASDAQ,20000000.0,,12/31/20,6949.0,,
VINC,NASDAQ,8199999.0,11230000.0,12/31/20,35046.0,23.78,0.31
VINCU,NASDAQ,6000000.0,6560000.0,12/31/20,305.0,67.58,0.0
VIOG,ARCA,2150000.0,,12/31/20,14483.0,-34.03,
VIOO,ARCA,7250000.0,,12/31/20,17666.0,-23.06,
VIOT,NASDAQ,33500000.0,33460000.0,12/31/20,145702.0,3.82,0.44
VIOV,ARCA,5430000.0,,12/31/20,51264.0,82.99,
VIPS,NYSE,594770000.0,593710000.0,12/31/20,34090000.0,6.43,5.74
VIR,NASDAQ,127390000.0,47460000.0,12/31/20,13370000.0,21.37,28.18
VIRC,NASDAQ,15710000.0,9860000.0,12/31/20,3241.0,4.45,0.03
VIRI,NASDAQ,7830000.0,6580000.0,12/31/20,410.0,0.0,0.01
VIRT,NASDAQ,122920000.0,99300000.0,12/31/20,2160000.0,-10.74,2.18
VIS,ARCA,24140000.0,,12/31/20,55285.0,-23.82,
VISL,NASDAQ,20880000.0,20800000.0,12/31/20,3210000.0,30.01,15.42
VIST,NYSE,86840000.0,,12/31/20,124371.0,-12.4,
VITL,NASDAQ,39430000.0,16870000.0,12/31/20,3210000.0,10.31,19.03
VIV,NYSE,,1120000000.0,12/31/20,4230000.0,13.32,0.38
VIVE,NASDAQ,7840000.0,6780000.0,12/31/20,125802.0,24.11,1.86
VIVO,NASDAQ,43120000.0,42510000.0,12/31/20,3790000.0,2.5,8.92
VJET,NASDAQ,5460000.0,,12/31/20,61991.0,-39.73,
VKI,AMEX,,,12/31/20,218.0,-99.17,
VKQ,NYSE,55320000.0,,12/31/20,15741.0,-85.95,
VKTX,NASDAQ,72950000.0,64730000.0,12/31/20,9080000.0,2.97,14.02
VLDR,NASDAQ,168710000.0,4780000.0,12/31/20,8630000.0,15.04,180.43
VLGEA,NASDAQ,10260000.0,8380000.0,12/31/20,590676.0,5.08,7.05
VLO,NYSE,407790000.0,406370000.0,12/31/20,9190000.0,-22.39,2.26
VLRS,NYSE,,89160000.0,12/31/20,294440.0,-5.88,0.33
VLT,NYSE,6490000.0,,12/31/20,4901.0,-17.93,
VLU,ARCA,490000.0,,12/31/20,6005.0,-5.45,
VLY,NASDAQ,403880000.0,393570000.0,12/31/20,6730000.0,-0.48,1.71
VLYPO,NASDAQ,,,12/31/20,3225.0,10.03,
VLYPP,NASDAQ,,,12/31/20,3536.0,-9.84,
VMAC,NASDAQ,11330000.0,,12/31/20,547.0,123.27,
VMACU,NASDAQ,10330000.0,,12/31/20,525.0,-66.22,
VMAR,NASDAQ,7940000.0,1220000.0,12/31/20,110336.0,-5.3,9.02
VMBS,NASDAQ,252290000.0,,12/31/20,191375.0,-91.13,
VMC,NYSE,132509999.0,132250000.0,12/31/20,1260000.0,-5.13,0.95
VMD,NASDAQ,38490000.0,34650000.0,12/31/20,1400000.0,3.12,4.05
VMI,NYSE,21250000.0,20720000.0,12/31/20,211493.0,0.98,1.02
VMM,AMEX,,,12/31/20,613.0,500.98,
VMO,NYSE,67410000.0,,12/31/20,15159.0,-77.7,
VMW,NYSE,113300000.0,78600000.0,12/31/20,9280000.0,6.97,11.81
VNCE,NYSE,11800000.0,2730000.0,12/31/20,117987.0,50.56,4.33
VNDA,NASDAQ,54690000.0,52630000.0,12/31/20,6200000.0,-3.92,11.79
VNE,NYSE,111590000.0,111170000.0,12/31/20,10170000.0,-0.47,9.15
VNET,NASDAQ,105560000.0,104110000.0,12/31/20,4030000.0,-1.63,3.87
VNLA,ARCA,59150000.0,,12/31/20,508268.0,19.85,
VNMC,ARCA,260400.0,,12/15/20,2.0,-99.97,
VNO,NYSE,191260000.0,174260000.0,12/31/20,15730000.0,0.81,9.02
VNO.PRK,NYSE,,,12/31/20,3366.0,126.97,
VNO.PRL,NYSE,,,12/31/20,10274.0,15.04,
VNO.PRM,NYSE,,,12/31/20,101615.0,141.55,
VNO.PRN,NYSE,12000000.0,,12/31/20,241.0,-12.36,
VNOM,NASDAQ,67860000.0,61090000.0,12/31/20,1540000.0,1.07,2.52
VNQ,ARCA,372400000.0,,12/31/20,12780000.0,4.7,
VNQI,NASDAQ,92200000.0,,12/31/20,342719.0,-71.86,
VNRX,AMEX,48200000.0,30000000.0,12/31/20,1350000.0,10.89,4.49
VNSE,ARCA,210400.0,,12/31/20,428.0,-17.37,
VNT,NYSE,168500000.0,134520000.0,12/31/20,3950000.0,32.66,2.93
VNTR,NYSE,106740000.0,54180000.0,12/31/20,583959.0,-1.55,1.08
VO,ARCA,201220000.0,,12/31/20,415353.0,-20.09,
VOC,NYSE,,10890000.0,12/31/20,3849.0,-87.29,0.04
VOD,NASDAQ,2680000000.0,2680000000.0,12/31/20,6110000.0,-2.23,0.23
VOE,ARCA,93780000.0,,12/31/20,117042.0,14.15,
VOLT,AMEX,21740000.0,12480000.0,12/31/20,15267.0,29.72,0.12
VONE,NASDAQ,12280000.0,,12/31/20,10508.0,-31.08,
VONG,NASDAQ,22150000.0,,12/31/20,60644.0,14.21,
VONV,NASDAQ,28900000.0,,12/31/20,61831.0,-13.27,
VOO,ARCA,519240000.0,,12/31/20,3250000.0,10.07,
VOOG,ARCA,21330000.0,,12/31/20,22130.0,-76.59,
VOOV,ARCA,13100000.0,,12/31/20,33419.0,-52.87,
VOSOU,NASDAQ,,,,,,
VOT,ARCA,47780000.0,,12/31/20,48208.0,-33.75,
VOX,ARCA,26540000.0,,12/31/20,31439.0,-30.54,
VOXX,NASDAQ,21670000.0,14770000.0,12/31/20,598257.0,13.11,4.05
VOYA,NYSE,126270000.0,125440000.0,12/31/20,17760000.0,15.06,14.16
VOYA.PRB,NYSE,,,12/31/20,6069.0,-13.85,
VPC,ARCA,1050000.0,,12/31/20,626.0,-81.79,
VPG,NYSE,12540000.0,12140000.0,12/31/20,229442.0,6.67,1.89
VPL,ARCA,60200000.0,,12/31/20,701515.0,-0.47,
VPN,NASDAQ,449963.0,,12/31/20,17990.0,460.96,
VPOP,ARCA,100000.0,,12/31/20,458.0,,
VPU,ARCA,31770000.0,,12/31/20,16903.0,-46.75,
VPV,NYSE,,,12/31/20,3018.0,280.58,
VRA,NASDAQ,33409999.0,22410000.0,12/31/20,2570000.0,3.86,11.48
VRAI,ARCA,5300000.0,,12/31/20,20800.0,2644.06,
VRAY,NASDAQ,160360000.0,113000000.0,12/31/20,13300000.0,-2.27,11.77
VRCA,NASDAQ,25870000.0,12730000.0,12/31/20,1660000.0,-2.71,13.06
VRDN,NASDAQ,30930000.0,21710000.0,12/31/20,133760.0,-17.28,0.62
VREX,NASDAQ,39170000.0,38970000.0,12/31/20,4010000.0,-6.63,10.28
VRIG,NASDAQ,18300000.0,,12/31/20,32743.0,-6.08,
VRM,NASDAQ,130240000.0,96570000.0,12/31/20,6610000.0,-14.47,6.84
VRME,NASDAQ,5600000.0,4880000.0,12/31/20,76908.0,0.87,1.58
VRNA,NASDAQ,51820000.0,36980000.0,12/31/20,77181.0,-14.84,0.21
VRNS,NASDAQ,31730000.0,30720000.0,12/31/20,1880000.0,-9.03,6.11
VRNT,NASDAQ,65739999.0,64040000.0,12/31/20,2060000.0,34.43,3.22
VRP,ARCA,58800000.0,,12/31/20,101788.0,126.01,
VRRM,NASDAQ,162270000.0,33320000.0,12/31/20,8250000.0,4.09,24.75
VRS,NYSE,33720000.0,27980000.0,12/31/20,658376.0,-17.76,2.35
VRSK,NASDAQ,162260000.0,161040000.0,12/31/20,1400000.0,6.16,0.87
VRSN,NASDAQ,114110000.0,112630000.0,12/31/20,1190000.0,-7.47,1.05
VRT,NYSE,328410000.0,237340000.0,12/31/20,3630000.0,-41.73,1.53
VRTS,NASDAQ,7610000.0,7200000.0,12/31/20,164336.0,14.6,2.28
VRTU,NASDAQ,30310000.0,28370000.0,12/31/20,2020000.0,-4.89,7.13
VRTV,NYSE,15890000.0,13700000.0,12/31/20,614457.0,8.91,4.48
VRTX,NASDAQ,260040000.0,259750000.0,12/31/20,3370000.0,3.97,1.3
VS,NASDAQ,9380000.0,4700000.0,,,,
VSAT,NASDAQ,68150000.0,64370000.0,12/31/20,10640000.0,13.25,16.53
VSDA,NASDAQ,8150000.0,,12/31/20,30462.0,-43.45,
VSEC,NASDAQ,11050000.0,8750000.0,12/31/20,138186.0,12.9,1.58
VSH,NYSE,132560000.0,131300000.0,12/31/20,5590000.0,12.94,4.26
VSL,ARCA,75000.0,,12/31/20,1236.0,442.11,
VSMV,NASDAQ,4250000.0,,12/31/20,8631.0,61.9,
VSPR,NASDAQ,46000000.0,,12/31/20,679772.0,-7.94,
VSPRU,NASDAQ,46000000.0,,12/31/20,600399.0,-0.42,
VSS,ARCA,48890000.0,,12/31/20,173491.0,-58.6,
VST,NYSE,489130000.0,456090000.0,12/31/20,7300000.0,35.36,1.6
VSTA,NASDAQ,18580000.0,18580000.0,12/31/20,2380000.0,0.48,12.83
VSTM,NASDAQ,169770000.0,164120000.0,12/31/20,7100000.0,13.24,4.33
VSTO,NYSE,58240000.0,56980000.0,12/31/20,3940000.0,-10.73,6.92
VT,ARCA,189030000.0,,12/31/20,3530000.0,14.0,
VTA,NYSE,62980000.0,,12/31/20,209523.0,96.82,
VTAQU,NASDAQ,17250000.0,,12/31/20,3757.0,0.0,
VTC,NASDAQ,7840000.0,,12/31/20,9004.0,56.29,
VTEB,ARCA,195690000.0,,12/31/20,666733.0,-14.87,
VTGN,NASDAQ,138540000.0,48610000.0,12/31/20,3480000.0,48.54,7.16
VTHR,NASDAQ,4900000.0,,12/31/20,1802.0,-85.56,
VTI,ARCA,1050000000.0,,12/31/20,9530000.0,-2.62,
VTIP,NASDAQ,204810000.0,,12/31/20,492989.0,7.68,
VTIQU,NASDAQ,34500000.0,20800000.0,05/15/20,3406.0,-8.61,0.02
VTN,NYSE,19480000.0,,12/31/20,7468.0,89.21,
VTNR,NASDAQ,45550000.0,31440000.0,12/31/20,673617.0,-2.03,2.14
VTOL,NYSE,30280000.0,29300000.0,12/31/20,289530.0,0.31,0.99
VTR,NYSE,374570000.0,,12/31/20,8470000.0,-2.07,
VTRN,NASDAQ,100000.0,,11/13/20,,,
VTRS,NASDAQ,1200000000.0,1200000000.0,12/31/20,37930000.0,-6.76,3.17
VTRU,NASDAQ,23060000.0,9340000.0,12/31/20,3768.0,17.02,0.04
VTSI,NASDAQ,7770000.0,7350000.0,12/31/20,3000.0,-42.53,0.04
VTV,ARCA,521580000.0,,12/31/20,408068.0,-66.42,
VTVT,NASDAQ,44680000.0,12960000.0,12/31/20,2790000.0,-26.92,21.5
VTWG,NASDAQ,2880000.0,,12/31/20,29545.0,-35.22,
VTWO,NASDAQ,21400000.0,,12/31/20,2060000.0,478.33,
VTWV,NASDAQ,4680000.0,,12/31/20,41839.0,75.36,
VUG,ARCA,265990000.0,,12/31/20,800212.0,0.94,
VUSE,ARCA,10300000.0,,12/31/20,65769.0,0.41,
VUZI,NASDAQ,42720000.0,38360000.0,12/31/20,7980000.0,29.42,20.81
VV,ARCA,122350000.0,,12/31/20,116099.0,52.68,
VVI,NYSE,20430000.0,20050000.0,12/31/20,822419.0,-8.5,4.1
VVNT,NYSE,185770000.0,24810000.0,12/31/20,2120000.0,19.87,8.53
VVOS,NASDAQ,17670000.0,12320000.0,12/31/20,28109.0,252.42,0.23
VVPR,NASDAQ,16940000.0,6000000.0,12/31/20,128898.0,-24.79,2.15
VVR,NYSE,153030000.0,,12/31/20,79665.0,-70.42,
VVV,NYSE,184970000.0,184170000.0,12/31/20,4290000.0,-28.46,2.33
VWO,ARCA,1440000000.0,,12/31/20,36920000.0,-5.53,
VWOB,NASDAQ,33060000.0,,12/31/20,258542.0,-70.54,
VXF,ARCA,85020000.0,,12/31/20,1050000.0,379.8,
VXRT,NASDAQ,109470000.0,108760000.0,12/31/20,33549999.0,19.81,30.85
VXUS,NASDAQ,645570000.0,,12/31/20,4059999.0,108.25,
VYGG,NYSE,57500000.0,,12/31/20,35595.0,-69.19,
